Asset,Sharpe,Losses
0.9383468088159823,-1.7318242280455258,0.053195852786302567
0.9421953503416773,-1.7927186368028805,1.3390915393829346
0.9369838004846817,-1.835898320896229,1.4387750625610352
0.9539773011905663,-1.4778029590344242,0.8205400705337524
0.911391889237746,-2.141167726415903,1.4320440292358398
0.919595392519525,-1.6825073098208574,1.1302926540374756
0.9469653987206373,-1.50323580504588,0.3771947920322418
0.9289816873472043,-1.6052770556192835,0.31881028413772583
0.9329107007925446,-1.6113793416673592,0.24748000502586365
0.9488490068433921,-1.7136003115121439,0.2290390580892563
0.9555247215931205,-1.7486678793747215,0.1800239384174347
0.9627836716940814,-1.3613583707979273,0.07058417797088623
0.9406607441324175,-1.609270769519318,0.09762857854366302
0.9333678332887988,-1.7823103363407249,0.08354933559894562
0.9426847421429772,-1.8838347564808717,0.07002774626016617
0.9505623868728961,-1.8171872943588734,0.04448901489377022
0.9363248739594067,-1.7291587849806551,0.03197586163878441
0.9357425837822224,-1.5945450445583484,0.024760041385889053
0.941858978607199,-1.4313701882663306,0.01688120886683464
0.9250669889644052,-1.9707875226850684,0.010029805824160576
0.9356441429115898,-2.0536880251387073,0.016496330499649048
0.9418576401128835,-1.3921784364996936,0.009443349204957485
0.9490896675726023,-1.6069903942844141,0.007036690134555101
0.9523270853900789,-1.6813398852532306,0.009032650850713253
0.9485488870242413,-1.3276403805857844,0.00489003024995327
0.9346750185727629,-1.7815663744724461,0.003288677893579006
0.9175578919797078,-2.042987647115436,0.003554022405296564
0.9482431480756355,-1.7213422752957228,0.0021165180951356888
0.9341065089265027,-1.5709970270476936,0.0026108468882739544
0.9326384353865759,-2.040039067069658,0.0017079610843211412
0.9377900047831853,-1.7312885923954686,0.0011637136340141296
0.9295296195495379,-1.8180083694274876,0.0035319493617862463
0.9105766530457694,-1.767643385014634,0.0012043742462992668
0.9378397506307312,-1.664839653221366,0.0009444376919418573
0.9312724318572161,-1.8612884834708248,0.0011454608757048845
0.946834705995547,-1.882023238117203,0.0007254538359120488
0.9431406170435018,-1.8334029625684134,0.0008450515451841056
0.92851842800495,-1.677809565891581,0.0007444861112162471
0.9352652427724888,-1.8593959603980776,0.0009393161162734032
0.9539986272204539,-1.8993718069414196,0.0005243039922788739
0.9242423460232894,-1.563653546343422,0.0016447989037260413
0.9374544359360446,-1.7439065613561822,0.0013649617321789265
0.9368295632805406,-1.9094970316270112,0.00032066882704384625
0.9343421883447351,-1.4159819765420223,0.00027950701769441366
0.9509786943594511,-1.8258619416988857,0.0002805688709486276
0.9333821675740128,-1.5356287557983297,0.0004903185763396323
0.9576366330533208,-1.6789951461650034,0.00044694432290270925
0.9351206255503012,-1.6231583579257725,0.000251343531999737
0.9303962109087656,-1.6912310842078755,0.000252046826062724
0.9334905170745185,-2.011081269228757,0.00023925605637487024
0.9346180207184687,-1.458710086917247,0.00023980009427759796
0.9307568692721159,-1.8042996939261775,0.00022670910402666777
0.9302923478194006,-1.6154660630382676,0.00025030848337337375
0.939166472886219,-1.5008151254023805,0.00021468896011356264
0.9326540926055992,-1.8497381435250495,0.00020441079686861485
0.9298430446560542,-1.5943313674395003,0.00019506167154759169
0.9163847052148366,-2.0290081679161287,0.0001871549611678347
0.9374384625125105,-1.6932332115771027,0.00017564630252309144
0.9191094167026017,-1.7719799009664334,0.0001654517836868763
0.9179964963323343,-1.8285324374160261,0.00015402081771753728
0.948259664631862,-1.607008397135423,0.0001468823611503467
0.9320594222162564,-1.7101893620975497,0.0001644660806050524
0.9360634303373395,-1.8690454058387727,0.00012364558642730117
0.9519249794813922,-1.8833593150820425,0.00010915607708739117
0.9310082509784976,-1.869477813390937,0.00011118610564153641
0.9277109966411521,-1.7543927857779213,8.68704155436717e-05
0.9416051446564591,-1.757453531048406,8.157217234838754e-05
0.9559736609714694,-1.4882761730050833,6.597011088160798e-05
0.9310172935582444,-1.7409943949080684,5.743919246015139e-05
0.9449587324288244,-1.5838935954460978,7.66583252698183e-05
0.9380897400889918,-1.7061558931831229,7.060465577524155e-05
0.9362732246479939,-1.8093761518928895,3.6963312595617026e-05
0.9672935638511432,-1.5656131501634905,2.7550544473342597e-05
0.9522747631960802,-1.9223688425869265,2.3298485757550225e-05
0.9426755318919817,-1.4802771099155754,3.788151661865413e-05
0.9184813080005125,-1.6860204308933604,2.068135654553771e-05
0.9341067086150555,-1.9225140231153897,1.6591213352512568e-05
0.9420047172186933,-1.5825084104498748,1.4623614333686419e-05
0.943668159375844,-1.7576323599937198,1.4903203918947838e-05
0.968558650969592,-1.1750848699054717,1.509602225269191e-05
0.9392030363273258,-1.398150348985047,2.454511559335515e-05
0.9424226510007755,-1.4496717625899729,1.6973081073956564e-05
0.9380243390622081,-1.7499198719205609,1.1170368452440016e-05
0.9352669268440705,-1.7251817218686472,1.5547037037322298e-05
0.9476069672543259,-1.5365562314471348,1.6372170648537576e-05
0.9070820092181968,-1.5904945418585092,1.082405105989892e-05
0.936647725227083,-1.4721817902583996,1.1607173291849904e-05
0.9419345394809937,-2.1166557689294856,7.852727321733255e-06
0.9356434738903536,-1.619208880501715,9.288883120461833e-06
0.9363076000940858,-1.6246104776194947,9.397585927217733e-06
0.9402648956984314,-1.685855239482361,6.490490704891272e-06
0.9326093738787131,-2.3549167799004254,6.647906957368832e-06
0.9349954366962193,-1.6809166762069185,8.804052413324825e-06
0.9100883286156456,-1.2774536783766857,4.332097432779847e-06
0.9366729012211112,-1.3829320127263895,5.218219484959263e-06
0.9196824470320855,-2.158670711468487,9.570199836161919e-06
0.9350624331566251,-1.7832773148811911,4.605039066518657e-06
0.9768171703978688,-1.4895307891351754,3.924355951312464e-06
0.9385167817710022,-1.6795218992479224,4.012159479316324e-06
0.942069966898197,-1.702898224256009,1.8791211005009245e-06
0.9142692787028891,-1.8939914512635863,2.848717940651113e-06
0.9299075193506527,-1.5402646590944138,3.4693828183662845e-06
0.9654884888717414,-1.4572012965956114,2.7487399165693205e-06
0.946470091412918,-1.5608851663774936,2.085630057990784e-06
0.9471779230092914,-1.5773755906167428,2.6094446639035596e-06
0.9369825710735734,-1.3610592965595407,1.4210226026989403e-06
0.9378883252294019,-1.8830323584205295,2.795541377054178e-06
0.9310059180419856,-2.0203774993110977,1.2982270618522307e-06
0.9375997848676262,-1.6330517875306207,2.2563572201761417e-06
0.9437841321904477,-2.0719030623549255,3.450571239227429e-05
0.9544716127361921,-1.161910723777369,1.318739919042855e-06
0.9600093314889127,-0.8970815116942625,3.4227853120682994e-06
0.9358324303512612,-1.6779270090732123,4.54952987638535e-06
0.9347521265108493,-1.4721879832319436,5.1816746235999744e-06
0.9554008780071495,-1.469758593719282,6.44190458842786e-06
0.9339952205320443,-1.659188358426574,3.151511918986216e-06
0.9467813857437529,-1.4588197055726944,1.0782781600937597e-06
0.9321807107781157,-2.1732398501684758,1.501305632700678e-06
0.9427696815643501,-1.731540750044175,1.9081974187429296e-06
0.9332471886660405,-1.2243144494572051,7.778360213706037e-07
0.9234243803168827,-1.6915523006965312,4.077835001226049e-06
0.9380412753280138,-1.4728504418775832,2.266571982545429e-06
0.9658869338377641,-0.7297918609459503,4.173974502919009e-06
0.9568498691845306,-1.0378162028017088,5.783022061223164e-06
0.9487077389757119,-1.8609769319544591,3.376941822352819e-05
0.9399166267964177,-1.4540056721621784,3.6733288197865477e-06
0.9500569294055279,-1.8955563127748016,4.266537871444598e-06
0.9407837020831957,-1.5153653628741346,1.397610617459577e-06
0.9224191444680399,-1.864400215546961,1.1747317785193445e-06
0.9623541023952905,-2.070900817823514,3.31462942995131e-05
0.9443121267261629,-1.695751839281424,2.2121100755612133e-06
0.9290816526110091,-1.4022708804753812,2.877455017369357e-06
0.9474681488297596,-1.850313616227262,3.966023541579489e-06
