Asset,Sharpe,Losses
0.9383468088159823,-1.7318242280455258,0.0016129030846059322
0.9421071417688526,-1.790672644327421,0.000992052722722292
0.9368066961349377,-1.833355587147892,0.0007277615368366241
0.9564170167486225,-1.377934082160664,0.0006377606187015772
0.911391889237746,-2.141167726415903,0.0007248077308759093
0.9233666085148209,-1.7218587753364119,0.0006518239388242364
0.9445190070758511,-1.4830390133344347,0.0008160537108778954
0.9289672333309327,-1.6058659553711605,0.0005092982901260257
0.9312652808145045,-1.585949179937419,0.0005141845322214067
0.9446137432717634,-1.6357912342590493,0.0005779042840003967
0.9564232106208113,-1.808797509420706,0.00036352028837427497
0.9661122479182789,-1.2659102371849584,0.0003198227204848081
0.9398532316775784,-1.5742706247111522,0.0004566723364405334
0.9331176193411906,-1.7441675944753459,0.00037497072480618954
0.9420547586440678,-1.8570806521343122,0.0002871914766728878
0.952496407929893,-1.8363198344863396,0.0003073124389629811
0.935887602472516,-1.6459677825313657,0.0002450395841151476
0.9387542808214651,-1.709276761313639,0.000252425204962492
0.9444213341509196,-1.4258795856421738,0.0002409865555819124
0.9392623994842245,-2.0476890297754737,0.00036368955625221133
0.9422510470971392,-1.9571156327261463,0.00020736669830512255
0.940478891323485,-1.3920245429537836,0.00020413738093338907
0.9450328117733479,-1.6124884499825611,0.0001847812527557835
0.9536998708508596,-1.5988246168352562,0.00017261890752706677
0.9410032682096591,-1.3505235116777352,0.0002857936196960509
0.934287926502293,-1.6998194766141448,0.0002913020143751055
0.9209623728648733,-2.069058814793691,0.00014043979172129184
0.9435400457374372,-1.710254929262095,0.00012713544128928334
0.9327097662534232,-1.63426004114472,0.00011714563152054325
0.9380629267269065,-2.0909567831441414,0.00010824848141055554
0.9377095999381871,-1.6672926566123902,9.67012092587538e-05
0.936107942373191,-1.7965133312932637,9.26018983591348e-05
0.9039553089233316,-1.8685923427383404,7.84135700087063e-05
0.9405116938036702,-1.5551987620328536,6.90651941113174e-05
0.9346776806409509,-1.8202117887099931,6.205534737091511e-05
0.9431081058225925,-1.884993876365457,5.423405673354864e-05
0.9393097352595905,-1.846432401691875,5.703164788428694e-05
0.933006097769616,-1.739246967076241,6.576489249709994e-05
0.9317033464350707,-2.0229280089933552,4.0896797145251185e-05
0.9493893123869672,-1.8730732943776889,3.055607885471545e-05
0.9227347400894136,-1.7236078402053983,3.0547744245268404e-05
0.9304422666510568,-1.7579948240989385,2.2087022443884052e-05
0.936574834770951,-1.8972785770262846,2.0182818843750283e-05
0.9281745247518339,-1.6272564320790335,1.6489009794895537e-05
0.9523899111190817,-2.0633362429763267,1.6300858987960964e-05
0.9282000702102438,-1.7456213492163852,2.5220322640961967e-05
0.9604670622178492,-1.7264030951217102,1.5822264685994014e-05
0.9399549205441992,-1.583308572430813,2.1433766960399225e-05
0.9310679473382075,-1.6594558028325022,8.58746534504462e-06
0.9363454420894225,-2.1986114447448646,9.737179425428621e-06
0.9290741667495167,-1.8433430046205324,5.723072717955802e-06
0.9422223388729484,-1.746114813143092,4.892163360636914e-06
0.9420989851169941,-1.349639220390577,4.19355592384818e-06
0.9352460626169159,-1.7350478600994188,4.107101176487049e-06
0.9449657979884953,-1.6212149136091012,5.45120747119654e-06
0.9340087190222853,-1.6754365477414046,3.2337206903321203e-06
0.9192139126185432,-2.153161291877856,2.27870214075665e-06
0.9392621521957484,-1.7223503104864728,5.162431989447214e-06
0.9311921159761631,-1.8378302488522849,3.7235463423712645e-06
0.9308396683707988,-1.8781424293403535,2.351898729102686e-06
0.9358576156211307,-1.5685838799688074,4.859223736275453e-06
